ds,yhat,yhat_lower,yhat_upper,trend,weekly,yearly,extra_regressors_multiplicative,Volume_lag1_effect,EMA_lag1_effect,y,Volume,EMA,Volume_lag1,EMA_lag1,y_change,direction
2020-02-07,383.98413043406106,364.8951516794043,402.08377472081355,93.31045092009292,3.4887037669812795,-0.10091897233896645,-0.2726602116211825,-0.0016032362088285869,-0.2710569754123539,383.5,256721,384.0570886433068,191891.0,384.062687524144,4.25,1
2020-02-10,381.67211182765953,363.1278796512682,398.1580910385386,68.77305391246729,5.026987958557662,-0.16845959328671142,-0.30879500148223876,-0.0067333219039843375,-0.3020616795782544,381.75,219017,384.0341325374032,256721.0,384.0570886433068,-1.75,0
2020-02-11,381.78086592630063,363.85971694550864,399.4801087626505,92.1914026263389,3.5546332382269292,-0.1183624395018167,-0.29509434354417513,-0.0026463182452094672,-0.2924480252989657,379.75,200407,383.9915043529514,219017.0,384.0341325374032,-2.0,0
2020-02-12,380.40411614747194,361.55071323445276,396.9985612706334,94.43700563574326,3.4902747842612096,-0.11472235368457495,-0.3474268712514716,-0.0011392811594646958,-0.3462875900920069,383.0,241461,383.9816386379967,200407.0,383.9915043529514,3.25,1
2020-02-13,380.6028505359386,362.9936950086045,398.75730583989696,93.09181992831738,3.4569462399941013,-0.12639958817487,-0.2420794714696518,-0.0038397473796552973,-0.23823972408999652,379.5,202459,383.93704521871314,241461.0,383.9816386379967,-3.5,0
2020-02-14,381.4811383128709,363.56753194521673,398.8660658733579,78.26855339903616,4.202733242698527,-0.1623245715069934,-0.16640600031083438,-0.002198858437355864,-0.1642071418734785,377.75,216864,383.875482579721,202459.0,383.93704521871314,-1.75,0
2020-02-18,381.5892278557003,364.52371212031585,399.38156503150446,104.37484443238188,2.917231090716085,-0.12180789817596349,-0.13947304544400993,-0.0022599497806827574,-0.13721309566332718,383.0,215110,383.866771310271,216864.0,383.875482579721,5.25,1
2020-02-19,380.9354431888658,363.5825581411863,398.60173335485456,107.89570356073477,2.7402870997076065,-0.12560420980885306,-0.0840933426102811,-0.0018461676229177223,-0.08224717498736338,380.5,172265,383.8332710982285,215110.0,383.866771310271,-2.5,0
2020-02-20,381.2432271852099,363.9142471035053,397.34519853401196,102.03235076244009,2.9570163100062157,-0.12726132319425895,-0.09326137144038761,-0.00039498199934737805,-0.09286638944104023,378.5,173142,383.7802037241168,172265.0,383.8332710982285,-2.0,0
2020-02-21,380.89951241413723,363.0929406752957,397.1445272841048,74.58308385191916,4.438112575862802,-0.16774596262078,-0.16331696146852506,-9.098793097330146e-05,-0.16322597353755175,377.0,169068,383.712739010444,173142.0,383.7802037241168,-1.5,0
2020-02-24,383.18044252239923,366.9751943207687,401.39748494227786,82.58215163143468,3.869257687869572,-0.1415567326861793,-0.0877099286412533,-0.0002209678087974506,-0.08748896083245586,372.25,170528,383.59868190586246,169068.0,383.712739010444,-4.75,0
